,lat,lng
93,25.51635,-80.45142
94,46.462616,-83.803
95,51.680443,-8.401218
96,57.7147,-3.6168602
97,-33.743973,18.948359
98,-28.44212700000001,21.225784
99,-28.091516,27.498531
100,-20.663612,26.280478000000002
101,40.62880300000001,9.205300999999999
102,31.213514,29.885640999999996
103,32.017196999999996,35.155937
104,39.63998400000001,39.22258400000001
105,51.16231,25.004053
106,45.109103999999995,39.728878
107,52.24842,37.84028
108,59.918583,30.404507000000002
109,68.877335,32.51729
110,55.799735999999996,37.622170000000004
111,56.362186,40.956959999999995
112,55.365265,59.64194499999999
113,56.418606000000004,64.37613
114,-37.79893,144.71364
115,-34.852129999999995,138.65027
116,-41.45745,147.12618999999995
117,-27.073763,152.7263
118,-19.287882,146.6898
119,6.2577763,100.42831
120,14.588384,121.03151000000001
121,43.335229999999996,132.55878
122,20.712657999999998,-100.468506
123,19.982746,-98.765526
124,32.665558000000004,-114.84173
125,35.499294,-119.05211000000001
126,44.377514,-122.69736
127,43.62707,-116.48657
128,24.029804000000002,-104.19923
129,25.462812,-99.14565999999999
130,29.721871999999998,-95.45299
131,32.583304999999996,-95.79611
132,37.216118,-94.82345600000001
133,36.698143,-90.2016
134,43.53051,-94.657555
135,47.639732,-118.332016
136,49.731926,-113.21247
137,28.143187,-82.797386
138,33.25835,-81.07302
139,45.529583,-73.9037
140,46.87412,-70.99795999999998
141,-32.97853,25.51577
142,-31.572271,28.229788
143,-24.67955,26.388222
144,-25.038586,28.796434
145,43.296997,5.364419
146,38.114834,15.167957000000001
147,40.064372999999996,20.773070999999998
148,43.220515999999996,20.85782
149,39.86365,30.562387
150,45.17958,29.142429999999997
151,59.19283299999999,7.5399213000000005
152,62.30976999999999,7.235875
153,63.40369000000001,11.310544
154,63.132034,16.974596
155,63.38885500000001,22.689432
156,56.78896999999999,25.907326
157,64.68734,25.886523999999998
158,69.81959,26.908499
159,-34.32055,148.57903000000005
160,-32.911854,151.20892
162,12.540109,104.74425500000001
163,18.315556,99.843864
164,16.961243,103.868256
166,37.466454,127.053604
167,35.054417,133.08833
169,32.489937,-116.93249499999999
170,33.953453,-117.93194
171,36.904476,-121.52843999999999
172,37.89118,-122.08985
173,41.683136,-90.47849000000001
174,44.258183,-90.42296999999999
175,26.686949,-80.539764
176,28.534059999999997,-81.65464
177,32.56886,-86.84909
178,33.12256,-84.26934
179,36.339943,-86.760574
180,36.007957,-84.01439
181,35.70578,-81.10198000000003
182,36.105824,-77.92092
183,39.992573,-85.36121
184,42.364082,-86.23875
185,40.431329999999996,-80.374756
186,43.260395,-79.57043
187,42.94601,-74.18245
188,42.34276,-71.47044
189,44.302155,-69.76106999999999
190,39.105647999999995,-8.474342
191,38.968002,-5.8708085999999975
192,42.141420000000004,-8.216371
193,42.32502,-5.7444997
194,40.21562,-3.6845083
195,39.11188,-0.74580616
196,42.922924,-3.003156
197,43.309875,-0.6848445999999999
198,47.89924600000001,-3.2441244
199,55.029736,-6.198789
200,39.572179999999996,2.6455967
201,41.99499,2.152093
202,45.501459999999994,10.126874
203,51.508762,6.648248700000001
204,52.394146,9.790094
205,42.36546,12.66296
206,41.22886,15.733629999999998
207,46.151546,13.043067
208,51.123695,13.688115
209,51.907024,16.231123
210,47.557987,18.617537
211,47.686172,21.261097
212,52.059414000000004,18.667913000000002
213,52.079468,21.225471
214,37.97738,23.79169
215,41.212234,24.82744
216,46.569344,25.32147
217,55.93453,12.000973
218,59.669090000000004,11.230899
219,57.090786,16.483757
220,59.359745,17.077451999999994
221,55.987465,22.931416
222,60.248425,22.943401
223,60.623398,25.282322
224,61.263763,28.176674
225,3.274469,101.696
227,13.799261999999999,100.58539
229,43.060795,141.38103
230,44.98537,142.29086
231,39.58569,-76.62148
232,45.65527700000001,-0.5745009
233,47.489086,-1.0418482
234,48.575916,-3.5182176
235,49.049812,-1.0818198
236,53.272465000000004,-7.963665
237,53.66965500000001,-6.2682709999999995
238,53.280563,-2.6226962000000005
239,55.92283199999999,-3.3227038
240,54.97246,-1.7062075
241,44.92334,1.5997137
242,47.61788,2.0002836999999998
243,45.05784,4.7430167
244,47.241093,4.8000116
245,51.941742,1.2073584
246,50.101574,4.6264663
247,44.9055,7.4390410000000005
248,47.424294,7.309087299999999
249,46.15103,15.972025
250,48.24177,16.364262
251,43.747284,24.2209
252,43.576176000000004,26.468662
253,2.5053682,102.273865
254,22.992523000000002,120.36606599999999
255,24.651626999999998,121.01422
256,34.7051,135.55248999999998
257,35.491844,134.89403000000001
258,36.54484,136.97343
259,36.64907,139.70776
260,38.228653,139.82568
261,39.307487,140.92746
262,39.952442,-74.989586
263,40.767696,-73.96687
264,50.80135,-4.08097
265,51.44833,-3.0925286
266,51.25269,-1.4893798
267,52.575424,-1.0307575
268,53.78905500000001,-1.3718287
269,49.3419,1.3858318
270,51.900192,4.445628599999999
271,1.4251493,103.75533
272,1.3658404,103.86999499999999
273,34.983986,136.67819
274,34.839676000000004,137.68309
275,35.180546,138.7298
276,35.70197,139.74832
277,51.47892,-0.42146130000000004
278,51.501045,-0.09630753
279,50.28464500000001,2.6985924
280,51.837994,5.3131900000000005
281,52.44237,4.917742700000002
282,48.93952,2.8009294999999996
283,49.289883,2.4186572999999996
284,48.88301,2.1621041
285,48.734885999999996,2.3750652999999997
286,48.89656,2.4896116000000004
287,48.86138,2.3323212000000004
288,48.976753,2.3185518
